ProductID,Avg_Purchase_Frequency,Avg_Basket_Size,Avg_Spend_Per_Purchase,Return_Rate,Discount_Availability
1,9,4.286283722310593,414.6131718575383,0.4467366727403992,1
2,10,3.442175799224222,316.41304997554926,0.0871836627456547,0
3,2,3.3758084880441968,281.4471345123474,0.078546881358223,0
4,5,3.257921450070542,335.7663925331615,0.329346225377482,0
5,8,1.6663351410257774,290.37050833922603,0.0640196768674252,0
6,6,4.401435075923059,276.4966288935905,0.344211059595441,1
7,7,3.5204171130706947,162.87860399734777,0.2470703994413696,0
8,2,3.111534307013291,447.8275651621465,0.1117854528654738,0
9,12,3.0446788744205016,421.929698678897,0.0273978117529539,0
10,1,1.019415225824622,260.06796755017274,0.2746263841381843,1
11,10,2.690146862889297,122.78070471436324,0.3015197128657423,1
12,8,1.0604095051033422,478.2355664067867,0.2892392569684424,0
13,4,3.3005463011931093,180.439441322081,0.2781509062015534,0
14,8,4.138377188352019,50.1650937763725,0.17152194619434,1
15,10,1.8025925462506465,369.37630169359176,0.2517307662431456,1
16,5,3.88856758793948,391.1608320345076,0.0238759677488078,1
17,12,1.834717037245216,297.3983798789085,0.2861034182157188,0
18,5,2.631062862955521,190.3356349370428,0.4907570074856049,1
19,14,2.326497769974593,207.3626720914067,0.1425919884763682,0
20,9,4.845825949189599,71.97927819907598,0.4753912548968486,0
21,6,3.388719113039933,326.8657804349335,0.2048569882298557,1
22,11,3.729695721879057,118.49788230829569,0.1891678734742747,1
23,9,4.74619686181533,122.34180980994915,0.0770435613397776,1
24,12,2.9855885898098475,232.433202373008,0.3921369571092896,0
25,1,1.4709716128787078,308.72467397257304,0.0410403479138891,0
26,6,1.7511606162960458,83.64802183979339,0.306386250177359,0
27,2,3.828685029314741,188.5650359710499,0.3846790047395503,0
28,4,4.325553654439057,78.32808323383784,0.1995617062729051,1
29,11,2.2027320136671253,338.16621689225747,0.006327076718626,0
30,5,3.569554807724733,149.1363796640914,0.4741654263375388,0
31,6,1.699761115200806,222.420866547337,0.1600417570715683,0
32,8,3.5272724863522447,62.68561332533794,0.4399105402363603,1
33,13,2.070407129754798,344.9368826598491,0.2689350261347133,1
34,13,4.499601071025744,119.6219276386798,0.0259661967312165,1
35,13,3.758200190814721,341.38591325676856,0.3666054430737914,1
36,13,3.07885750499225,408.7398923061937,0.1007041508750246,0
37,6,1.1731993626153223,325.28778319370167,0.0674532797764589,0
38,10,4.504314874804628,436.25037008056535,0.1210559244960141,0
39,11,3.5534784108106927,78.40610317434272,0.0955668437071129,0
40,14,2.4401718642773518,184.2630089255973,0.3892782155443333,0
41,5,3.834641936467391,57.94309408165195,0.4496704834684393,1
42,3,1.8751501580081495,379.6898939114475,0.433066353265623,0
43,7,4.278220523886827,308.59670229547777,0.4964891502051761,1
44,4,3.9876623330432817,318.7268296921326,0.4504039117335627,0
45,4,1.9404290698526736,428.4548997991483,0.1019668645857697,1
46,12,2.56330550962323,134.74764442216082,0.4923299100155849,1
47,6,2.426786141829281,410.1483026640578,0.3955474576877721,1
48,4,2.172926662320444,197.4834114689517,0.0607081783540648,1
49,8,4.528623364957145,217.2567315069628,0.1673050361336824,1
50,9,1.2100509054554491,211.4957423340057,0.2741319744487435,1
51,8,1.853510170492328,360.30560063462366,0.0464248882499089,0
52,8,4.838357738872924,444.19623491002966,0.3702624713607553,1
53,1,4.979859544653575,361.6505708495287,0.0104433690746836,1
54,1,2.4210796447274245,172.57275094421075,0.4020282713814306,1
55,7,2.690681209658282,131.7027244164699,0.0046456571435928,0
56,2,2.202300686623213,264.1042503256633,0.188974858113866,1
57,7,4.871657674103118,483.8158639788698,0.3817080998186281,1
58,13,1.725908561061004,404.45116510923066,0.1711210810953164,1
59,6,4.263219926849626,451.7589190821773,0.4030525370362537,1
60,3,1.8112631656295155,252.7714982182999,0.2082999896255599,1
61,3,3.174184442610622,263.9147061204641,0.2800484631479263,1
62,10,1.3255300939283652,167.22399241028745,0.3501999834635314,1
63,6,4.490991087958688,136.8395062228214,0.2967560888472712,0
64,14,4.871922671003417,321.86845215138715,0.1711489889276862,1
65,11,2.277157800942845,345.3699353172216,0.1811867777503838,1
66,2,3.728504721699782,234.5616008913292,0.1201837458706524,1
67,13,4.891840372327145,403.7018396960568,0.3957608984397523,0
68,5,1.9358411975580505,489.71725907900594,0.2315040213032272,0
69,8,3.5539552901910447,235.61680743933815,0.0948348919670605,1
70,13,1.1521649579784392,134.01964050321453,0.1627205904670652,0
71,11,2.342914018279625,479.7187847056033,0.396554426046419,1
72,2,2.153701958186806,307.3665005482299,0.3992438158160631,1
73,11,3.541784848466677,94.70038322067006,0.1964956676791677,0
74,11,4.073603643215961,131.57643178057742,0.0358858062214672,0
75,14,2.1184526187619093,212.5300549165136,0.4629904064098246,0
76,11,1.4488859655798088,414.4916680206807,0.3083804581420429,0
77,11,4.863153900321678,390.5432690418031,0.1608486800733126,0
78,6,2.9006789175124323,421.1629970342782,0.1853396519391337,1
79,5,3.501427389799613,458.4566696139517,0.0591966684433772,0
80,14,4.088321300707529,154.0534228446683,0.1584328524223442,0
81,12,3.5688611741452227,347.4536316784172,0.0290698338509661,0
82,2,3.6647331787783313,498.23361787406526,0.3236015921632027,1
83,1,1.3279153260287757,363.532008490814,0.3568085497336818,1
84,14,2.668755899331468,318.3898577678012,0.1406255503782406,0
85,9,3.671836809163689,398.8029035243379,0.0040755229451435,0
86,6,4.445641074416442,64.1330040202428,0.4396781744040672,0
87,8,4.305983793517086,488.7257858910132,0.0896603282325048,1
88,5,4.736634949726591,357.74763976020785,0.3798269451843059,0
89,2,2.405368318854367,118.24074974279196,0.1608431156463404,1
90,13,1.719921502495322,211.98946288276943,0.369984841336712,0
91,4,3.946798807156511,133.69182920028263,0.2745739659149281,1
92,9,2.222592860248965,338.3611006660327,0.3614210575655914,1
93,5,3.521359418666127,480.2223345478656,0.0019643943315187,1
94,4,1.2099297501954904,491.0242989366928,0.3578609089658338,1
95,12,3.089324072888164,262.07095952203554,0.0197186080664059,1
96,7,4.848116931830714,431.0041914815982,0.4675024887716217,0
97,13,1.0307957660393705,216.4567016134424,0.0592979393320379,1
98,12,3.917855271034389,177.7927753399755,0.1768490976310858,0
99,11,3.971727002129563,238.014624840784,0.4169029381964115,1
100,9,3.399560986781438,196.0190880589945,0.2265322699176955,1
101,14,2.256815503367212,184.67946146673205,0.1211961709252212,0
102,12,2.7648070998130105,428.9856821212019,0.4592753010416678,0
103,11,4.510614915849848,159.0239896573724,0.0294611497913269,0
104,6,3.5598982566171853,472.8708012660187,0.2419710768812966,1
105,6,3.388448643612213,151.81658812279528,0.0131236871162518,0
106,12,2.050345089564895,436.1740949701199,0.3220748737357763,1
107,1,4.8083514984865126,165.7058109320547,0.1699182742409745,0
108,4,2.637115887571792,395.487422056648,0.2246156417157224,1
109,11,3.755262906776986,221.56810179342543,0.1038968507685734,1
110,4,1.4213531533372308,120.3147392859121,0.3355277329636117,0
111,13,2.394387107364086,163.36681165584713,0.325453410731007,0
112,2,2.850015681529398,202.45719331551453,0.0117652912742077,1
113,5,4.8235816338235775,214.2730937800752,0.4092039432065368,0
114,9,4.786045757427571,61.438194386917104,0.0769281945761663,1
115,9,3.678052881137244,316.8653688225642,0.067392701172203,0
116,10,1.7465254021647487,250.95730103977843,0.2135272583936674,0
117,1,2.5320232152974773,493.03861603409206,0.4401793707246565,1
118,11,2.3157497516165813,259.3651480999449,0.421875087181546,0
119,4,4.162187475760566,187.79542886448937,0.2691676381641852,1
120,7,2.210981336310217,449.704773282164,0.4065585078267815,0
121,11,3.0650108336236057,57.723329588425685,0.1524050729099503,0
122,3,3.615795176259984,156.8609619865373,0.1231439643035451,1
123,1,4.92845382931184,427.7143453900097,0.0394968778157545,1
124,14,2.18851414962388,335.1723012554656,0.170595909327444,1
125,7,3.4248678967677413,213.82871135976373,0.1419189365733754,1
126,13,2.7552806959570484,470.1538623833953,0.4335893810525333,1
127,14,3.242415266067003,444.819494901703,0.1607097819006804,0
128,8,2.102644533174643,135.13348608644776,0.1307507066771047,0
129,10,4.449881723863094,167.894749174168,0.0618468005870042,0
130,8,4.097783081610317,230.8110703214932,0.499616753239904,0
